PlayerId,1,2,3
TJac00,Trishton Jackson,,
TViz00,Tristan Vizcaino,,
THai00,Troy Hairston,,
TTag00,Tua Tagovailoa,,
TFis00,Tucker Fisk,,
TKra00,Tucker Kraft,,
TAtw00,Tutu Atwell,,
TCha00,Ty Chandler,,
TJoh00,Ty Johnson,,
TMon00,Ty Montgomery,Ty Montgomery II,
TWil01,Ty'Son Williams,,
TSpe00,Tyjae Spears,,
TWal00,Tylan Wallace,,
TAll00,Tyler Allgeier,,
TBad00,Tyler Badie,,
TBas00,Tyler Bass,,
TBoy01,Tyler Boyd,,
TCon01,Tyler Conklin,,
TDav00,Tyler Davis,,
TGoo00,Tyler Goodson,,
THig01,Tyler Higbee,,
THun00,Tyler Huntley,,
TJoh01,Tyler Johnson,,
TKro00,Tyler Kroft,,
TLoc00,Tyler Lockett,,
TMab00,Tyler Mabry,,
TSco00,Tyler Scott,,
TTho00,Tyquan Thornton,,
TJac01,Tyree Jackson,,
THil02,Tyreek Hill,,
TCle00,Tyrie Cleveland,,
TDav01,Tyrion Davis-Price,,
TTay01,Tyrod Taylor,,
TJoh02,Tyron Johnson,,
TBag00,Tyson Bagent,,
VJef00,Van Jefferson,,
VJon00,Velus Jones Jr.,Velus Jones,
WRob00,Wan'Dale Robinson,,
WLut00,Wil Lutz,,
WDis00,Will Dissly,,
WLev00,Will Levis,,
WMal00,Will Mallory,,
WSne00,Willie Snead,Willie Snead IV,
XGip00,Xavier Gipson,,
XHut00,Xavier Hutchinson,,
YKoo00,Younghoe Koo,,
ZCha00,Zach Charbonnet,,
ZDav00,Zach Davidson,,
ZErt00,Zach Ertz,,
ZEva00,Zach Evans,,
ZGen00,Zach Gentry,,
ZPas00,Zach Pascal,,
ZWil00,Zach Wilson,,
ZKun00,Zack Kuntz,,
ZMos00,Zack Moss,,
ZWhi00,Zamir White,,
ZHor00,Zander Horvath,,
ZFlo00,Zay Flowers,,
ZJon00,Zay Jones,,
ZKni00,Zonovan Knight,,
Cardinals,Cardinals,Cardinals D/ST,Arizona Cardinals
Falcons,Falcons,Falcons D/ST,Atlanta Falcons
Ravens,Ravens,Ravens D/ST,Baltimore Ravens
Bills,Bills,Bills D/ST,Buffalo Bills
Panthers,Panthers,Panthers D/ST,Carolina Panthers
Bears,Bears,Bears D/ST,Chicago Bears
Bengals,Bengals,Bengals D/ST,Cincinnati Bengals
Browns,Browns,Browns D/ST,Cleveland Browns
Cowboys,Cowboys,Cowboys D/ST,Dallas Cowboys
Broncos,Broncos,Broncos D/ST,Denver Broncos
Lions,Lions,Lions D/ST,Detroit Lions
Packers,Packers,Packers D/ST,Green Bay Packers
Texans,Texans,Texans D/ST,Houston Texans
Colts,Colts,Colts D/ST,Indianapolis Colts
Jaguars,Jaguars,Jaguars D/ST,Jacksonville Jaguars
Chiefs,Chiefs,Chiefs D/ST,Kansas City Chiefs
Chargers,Chargers,Chargers D/ST,Los Angeles Chargers
Rams,Rams,Rams D/ST,Los Angeles Rams
Raiders,Raiders,Raiders D/ST,Las Vegas Raiders
Dolphins,Dolphins,Dolphins D/ST,Miami Dolphins
Vikings,Vikings,Vikings D/ST,Minnesota Vikings
Saints,Saints,Saints D/ST,New Orleans Saints
Patriots,Patriots,Patriots D/ST,New England Patriots
Giants,Giants,Giants D/ST,New York Giants
Jets,Jets,Jets D/ST,New York Jets
Eagles,Eagles,Eagles D/ST,Philadelphia Eagles
Steelers,Steelers,Steelers D/ST,Pittsburgh Steelers
Seahawks,Seahawks,Seahawks D/ST,Seattle Seahawks
49ers,49ers,49ers D/ST,San Francisco 49ers
Buccaneers,Buccaneers,Buccaneers D/ST,Tampa Bay Buccaneers
Titans,Titans,Titans D/ST,Tennessee Titans
Commanders,Commanders,Commanders D/ST,Washington Commanders
